,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
13,2-0,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 40
14,2-1,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 76,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 40
15,2-2,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 74,-1.000 / -1.000 / 0 / 49
16,2-3,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 40
17,2-4,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 81,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 27
18,2-5,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 52
19,2-6,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 80,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 31
20,2-7,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 83,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 30
21,2-8,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 69
22,2-9,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 74,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 68
23,2-10,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 25,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 63
24,2-11,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 43
25,2-12,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 38
26,2-13,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 56
27,2-14,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 93,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 71
28,2-15,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 64
29,2-16,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 78
30,2-17,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 50
31,2-18,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 62
32,2-19,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 44
