run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-0-20231214-16:27:44-70533,runattr,,,configname,General,,
General-0-20231214-16:27:44-70533,runattr,,,datetime,20231214-16:27:44,,
General-0-20231214-16:27:44-70533,runattr,,,datetimef,20231214-162744,,
General-0-20231214-16:27:44-70533,runattr,,,experiment,General,,
General-0-20231214-16:27:44-70533,runattr,,,inifile,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/tutorials/extensibility_routing/omnetpp.ini,,
General-0-20231214-16:27:44-70533,runattr,,,iterationvars,,,
General-0-20231214-16:27:44-70533,runattr,,,iterationvarsd,,,
General-0-20231214-16:27:44-70533,runattr,,,iterationvarsf,,,
General-0-20231214-16:27:44-70533,runattr,,,measurement,,,
General-0-20231214-16:27:44-70533,runattr,,,network,TSN_multipath,,
General-0-20231214-16:27:44-70533,runattr,,,processid,70533,,
General-0-20231214-16:27:44-70533,runattr,,,repetition,0,,
General-0-20231214-16:27:44-70533,runattr,,,replication,#0,,
General-0-20231214-16:27:44-70533,runattr,,,resultdir,results,,
General-0-20231214-16:27:44-70533,runattr,,,runnumber,0,,
General-0-20231214-16:27:44-70533,runattr,,,seedset,0,,
General-0-20231214-16:27:44-70533,config,,,image-path,/home/ubuntu/omnetpp-6.0.1/samples/inet4.5/images,,
General-0-20231214-16:27:44-70533,config,,,network,TSN_multipath,,
General-0-20231214-16:27:44-70533,config,,,sim-time-limit,10ms,,
General-0-20231214-16:27:44-70533,config,,,*.macForwardingTableConfigurator.typename,,,
General-0-20231214-16:27:44-70533,config,,,*.*.hasStreamRedundancy,true,,
General-0-20231214-16:27:44-70533,config,,,*.*.bridging.streamRelay.typename,StreamRelayLayer,,
General-0-20231214-16:27:44-70533,config,,,*.*.bridging.streamCoder.typename,StreamCoderLayer,,
General-0-20231214-16:27:44-70533,config,,,*.streamRedundancyConfigurator.typename,StreamRedundancyConfigurator,,
General-0-20231214-16:27:44-70533,config,,,*.host0.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch0.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch0.eth[1].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch0.eth[2].bitrate,1700Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch0.eth[3].bitrate,1800Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch0.eth[4].bitrate,1500Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.host1.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch1.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch1.eth[1].bitrate,2000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch1.eth[2].bitrate,2000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch1.eth[3].bitrate,1900Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch1.eth[4].bitrate,2200Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.host2.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[1].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[2].bitrate,1800Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[3].bitrate,1900Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[4].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[5].bitrate,1300Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch2.eth[6].bitrate,1400Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.host3.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[1].bitrate,1700Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[2].bitrate,2000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[3].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[4].bitrate,1300Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch3.eth[5].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.host4.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[0].bitrate,1000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[1].bitrate,2000Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[2].bitrate,2100Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[3].bitrate,1500Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[4].bitrate,2200Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.switch4.eth[5].bitrate,1400Mbps,,
General-0-20231214-16:27:44-70533,config,,,*.host0.numApps,2,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].typename,UdpSourceApp,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].io.destAddress,"""host4""",,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].source.packetNameFormat,"""%M-%m-%c""",,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].source.displayStringTextFormat,"""sent %p pk (%l)""",,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].source.packetLength,12B,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].source.productionInterval,1ms,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].display-name,type1_1,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[0].io.destPort,1001,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[1].typename,UdpSinkApp,,
General-0-20231214-16:27:44-70533,config,,,*.host0.app[1].io.localPort,1000,,
General-0-20231214-16:27:44-70533,config,,,*.host1.numApps,16,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].typename,UdpSourceApp,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].io.destAddress,"""host4""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].source.packetNameFormat,"""%M-%m-%c""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].source.displayStringTextFormat,"""sent %p pk (%l)""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].source.packetLength,23B,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].source.productionInterval,1ms,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].display-name,type1_0,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[0].io.destPort,1000,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].typename,UdpSourceApp,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].io.destAddress,"""host3""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].source.packetNameFormat,"""%M-%m-%c""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].source.displayStringTextFormat,"""sent %p pk (%l)""",,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].source.packetLength,21B,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].source.productionInterval,1ms,,
General-0-20231214-16:27:44-70533,config,,,*.host1.app[1].display-name,type1_2,,
